name,category,date,amount_liters,created_at
Suco de uva adoçado,SUCO,1976-12-21,-,2025-01-04 06:03:23.492517
Suco de uva orgânico,SUCO,1976-12-21,-,2025-01-04 06:03:23.518677
Suco de uva reconstituído,SUCO,1976-12-21,-,2025-01-04 06:03:23.544535
DERIVADOS,DERIVADOS,1976-12-21,22.925.012,2025-01-04 06:03:23.575650
Espumante,DERIVADOS,1976-12-21,-,2025-01-04 06:03:23.604801
Espumante moscatel,DERIVADOS,1976-12-21,-,2025-01-04 06:03:23.631907
Base espumante,DERIVADOS,1976-12-21,-,2025-01-04 06:03:23.658177
Base espumante moscatel,DERIVADOS,1976-12-21,-,2025-01-04 06:03:23.685161
Base Champenoise champanha,DERIVADOS,1976-12-21,-,2025-01-04 06:03:23.713435
Base Charmat champanha,DERIVADOS,1976-12-21,-,2025-01-04 06:03:23.739857
Bebida de uva,DERIVADOS,1976-12-21,-,2025-01-04 06:03:23.767872
Polpa de uva,DERIVADOS,1976-12-21,-,2025-01-04 06:03:23.794190
Mosto simples,DERIVADOS,1976-12-21,18.220.527,2025-01-04 06:03:23.819675
Mosto concentrado,DERIVADOS,1976-12-21,-,2025-01-04 06:03:23.846181
Mosto de uva com bagaço,DERIVADOS,1976-12-21,-,2025-01-04 06:03:23.872547
Mosto dessulfitado,DERIVADOS,1976-12-21,-,2025-01-04 06:03:23.980266
Mistelas,DERIVADOS,1976-12-21,205.500,2025-01-04 06:03:24.012932
Néctar de uva,DERIVADOS,1976-12-21,-,2025-01-04 06:03:24.046527
Licorosos,DERIVADOS,1976-12-21,4.400,2025-01-04 06:03:24.078620
Compostos,DERIVADOS,1976-12-21,-,2025-01-04 06:03:24.113103
Jeropiga,DERIVADOS,1976-12-21,107.500,2025-01-04 06:03:24.145624
Filtrado,DERIVADOS,1976-12-21,-,2025-01-04 06:03:24.204482
Frisante,DERIVADOS,1976-12-21,-,2025-01-04 06:03:24.234777
Vinho leve,DERIVADOS,1976-12-21,-,2025-01-04 06:03:24.266900
Vinho licoroso,DERIVADOS,1976-12-21,-,2025-01-04 06:03:24.298531
Brandy,DERIVADOS,1976-12-21,-,2025-01-04 06:03:24.329334
Destilado,DERIVADOS,1976-12-21,-,2025-01-04 06:03:24.361590
Bagaceira,DERIVADOS,1976-12-21,705.912,2025-01-04 06:03:24.392472
Licor de bagaceira,DERIVADOS,1976-12-21,-,2025-01-04 06:03:24.419172
Vinagre,DERIVADOS,1976-12-21,288.000,2025-01-04 06:03:24.446214
Borra líquida,DERIVADOS,1976-12-21,3.393.173,2025-01-04 06:03:24.472357
Borra seca,DERIVADOS,1976-12-21,-,2025-01-04 06:03:24.497264
Vinho Composto,DERIVADOS,1976-12-21,-,2025-01-04 06:03:24.522915
Pisco,DERIVADOS,1976-12-21,-,2025-01-04 06:03:24.547457
Vinho orgânico,DERIVADOS,1976-12-21,-,2025-01-04 06:03:24.575531
Espumante orgânico,DERIVADOS,1976-12-21,-,2025-01-04 06:03:24.602887
Destilado alcoólico simples de bagaceira,DERIVADOS,1976-12-21,-,2025-01-04 06:03:24.629801
Vinho acidificado,DERIVADOS,1976-12-21,-,2025-01-04 06:03:24.656899
Mosto parcialmente fermentado,DERIVADOS,1976-12-21,-,2025-01-04 06:03:24.682886
Outros derivados,DERIVADOS,1976-12-21,-,2025-01-04 06:03:24.709705
Total,Total,1976-12-21,201.991.040,2025-01-04 06:03:24.737101
VINHO DE MESA,VINHO DE MESA,1977-12-21,195.359.778,2025-01-04 06:03:30.327147
Tinto,VINHO DE MESA,1977-12-21,154.801.826,2025-01-04 06:03:30.371866
Branco,VINHO DE MESA,1977-12-21,4.954.387,2025-01-04 06:03:30.409006
Rosado,VINHO DE MESA,1977-12-21,35.603.565,2025-01-04 06:03:30.445995
VINHO FINO DE MESA (VINIFERA),VINHO FINO DE MESA (VINIFERA),1977-12-21,41.264.971,2025-01-04 06:03:30.485824
Tinto,VINHO FINO DE MESA (VINIFERA),1977-12-21,16.131.758,2025-01-04 06:03:30.519125
Branco,VINHO FINO DE MESA (VINIFERA),1977-12-21,20.409.231,2025-01-04 06:03:30.548869
Rosado,VINHO FINO DE MESA (VINIFERA),1977-12-21,4.723.982,2025-01-04 06:03:30.578409
SUCO,SUCO,1977-12-21,-,2025-01-04 06:03:30.614128
Suco de uva integral,SUCO,1977-12-21,-,2025-01-04 06:03:30.642165
Suco de uva concentrado,SUCO,1977-12-21,-,2025-01-04 06:03:30.780562
Suco de uva adoçado,SUCO,1977-12-21,-,2025-01-04 06:03:30.813535
Suco de uva orgânico,SUCO,1977-12-21,-,2025-01-04 06:03:30.844392
Suco de uva reconstituído,SUCO,1977-12-21,-,2025-01-04 06:03:30.974536
DERIVADOS,DERIVADOS,1977-12-21,24.015.856,2025-01-04 06:03:31.145312
Espumante,DERIVADOS,1977-12-21,-,2025-01-04 06:03:31.183760
Espumante moscatel,DERIVADOS,1977-12-21,-,2025-01-04 06:03:31.221633
Base espumante,DERIVADOS,1977-12-21,-,2025-01-04 06:03:31.262948
Base espumante moscatel,DERIVADOS,1977-12-21,-,2025-01-04 06:03:31.303508
Base Champenoise champanha,DERIVADOS,1977-12-21,-,2025-01-04 06:03:31.353438
Base Charmat champanha,DERIVADOS,1977-12-21,-,2025-01-04 06:03:31.528689
Bebida de uva,DERIVADOS,1977-12-21,-,2025-01-04 06:03:31.780730
Polpa de uva,DERIVADOS,1977-12-21,-,2025-01-04 06:03:31.821910
Mosto simples,DERIVADOS,1977-12-21,22.097.156,2025-01-04 06:03:31.861894
Mosto concentrado,DERIVADOS,1977-12-21,-,2025-01-04 06:03:31.899516
Mosto de uva com bagaço,DERIVADOS,1977-12-21,-,2025-01-04 06:03:32.019297
Mosto dessulfitado,DERIVADOS,1977-12-21,-,2025-01-04 06:03:32.069194
Mistelas,DERIVADOS,1977-12-21,553.200,2025-01-04 06:03:32.109710
Néctar de uva,DERIVADOS,1977-12-21,-,2025-01-04 06:03:32.152460
Licorosos,DERIVADOS,1977-12-21,525.000,2025-01-04 06:03:32.199152
Compostos,DERIVADOS,1977-12-21,-,2025-01-04 06:03:32.236809
Jeropiga,DERIVADOS,1977-12-21,12.500,2025-01-04 06:03:32.322982
Filtrado,DERIVADOS,1977-12-21,-,2025-01-04 06:03:32.551579
Frisante,DERIVADOS,1977-12-21,-,2025-01-04 06:03:32.588278
Vinho leve,DERIVADOS,1977-12-21,-,2025-01-04 06:03:32.789842
Vinho licoroso,DERIVADOS,1977-12-21,-,2025-01-04 06:03:32.824575
Brandy,DERIVADOS,1977-12-21,-,2025-01-04 06:03:32.855150
Destilado,DERIVADOS,1977-12-21,-,2025-01-04 06:03:32.887608
Bagaceira,DERIVADOS,1977-12-21,828.000,2025-01-04 06:03:32.944766
Licor de bagaceira,DERIVADOS,1977-12-21,-,2025-01-04 06:03:32.979461
Vinagre,DERIVADOS,1977-12-21,-,2025-01-04 06:03:33.013693
Borra líquida,DERIVADOS,1977-12-21,-,2025-01-04 06:03:33.049512
Borra seca,DERIVADOS,1977-12-21,-,2025-01-04 06:03:33.089135
Vinho Composto,DERIVADOS,1977-12-21,-,2025-01-04 06:03:33.297462
Pisco,DERIVADOS,1977-12-21,-,2025-01-04 06:03:33.331519
Vinho orgânico,DERIVADOS,1977-12-21,-,2025-01-04 06:03:33.369516
Espumante orgânico,DERIVADOS,1977-12-21,-,2025-01-04 06:03:33.404161
Destilado alcoólico simples de bagaceira,DERIVADOS,1977-12-21,-,2025-01-04 06:03:33.600631
Vinho acidificado,DERIVADOS,1977-12-21,-,2025-01-04 06:03:33.629513
Mosto parcialmente fermentado,DERIVADOS,1977-12-21,-,2025-01-04 06:03:33.827984
Outros derivados,DERIVADOS,1977-12-21,-,2025-01-04 06:03:33.897021
Total,Total,1977-12-21,260.640.605,2025-01-04 06:03:33.934732
VINHO DE MESA,VINHO DE MESA,1978-12-21,200.053.669,2025-01-04 06:03:37.761982
Tinto,VINHO DE MESA,1978-12-21,162.917.363,2025-01-04 06:03:37.964947
Branco,VINHO DE MESA,1978-12-21,5.079.748,2025-01-04 06:03:38.003139
Rosado,VINHO DE MESA,1978-12-21,32.056.558,2025-01-04 06:03:38.044768
Total,Total,1979-12-21,292.753.538,2025-01-04 06:07:49.070310
VINHO FINO DE MESA (VINIFERA),VINHO FINO DE MESA (VINIFERA),1978-12-21,36.750.933,2025-01-04 06:03:38.089410
Tinto,VINHO FINO DE MESA (VINIFERA),1978-12-21,15.000.671,2025-01-04 06:03:38.121884
Branco,VINHO FINO DE MESA (VINIFERA),1978-12-21,17.640.081,2025-01-04 06:03:38.157431
Rosado,VINHO FINO DE MESA (VINIFERA),1978-12-21,4.110.181,2025-01-04 06:03:38.694353
SUCO,SUCO,1978-12-21,-,2025-01-04 06:03:38.858807
Suco de uva integral,SUCO,1978-12-21,-,2025-01-04 06:03:39.126939
Suco de uva concentrado,SUCO,1978-12-21,-,2025-01-04 06:03:39.160365
Suco de uva adoçado,SUCO,1978-12-21,-,2025-01-04 06:03:39.252465
Suco de uva orgânico,SUCO,1978-12-21,-,2025-01-04 06:03:39.377689
Suco de uva reconstituído,SUCO,1978-12-21,-,2025-01-04 06:03:39.571992
DERIVADOS,DERIVADOS,1978-12-21,41.607.777,2025-01-04 06:03:39.771796
Espumante,DERIVADOS,1978-12-21,-,2025-01-04 06:03:39.799528
Espumante moscatel,DERIVADOS,1978-12-21,-,2025-01-04 06:03:39.827888
Base espumante,DERIVADOS,1978-12-21,-,2025-01-04 06:03:39.855187
Base espumante moscatel,DERIVADOS,1978-12-21,-,2025-01-04 06:03:39.883326
Base Champenoise champanha,DERIVADOS,1978-12-21,-,2025-01-04 06:03:39.912397
Base Charmat champanha,DERIVADOS,1978-12-21,-,2025-01-04 06:03:39.941667
Bebida de uva,DERIVADOS,1978-12-21,-,2025-01-04 06:03:39.968098
Polpa de uva,DERIVADOS,1978-12-21,-,2025-01-04 06:03:39.996067
Mosto simples,DERIVADOS,1978-12-21,40.052.456,2025-01-04 06:03:40.028964
Mosto concentrado,DERIVADOS,1978-12-21,-,2025-01-04 06:03:40.061835
Mosto de uva com bagaço,DERIVADOS,1978-12-21,-,2025-01-04 06:03:40.095594
Mosto dessulfitado,DERIVADOS,1978-12-21,-,2025-01-04 06:03:40.130201
Mistelas,DERIVADOS,1978-12-21,242.150,2025-01-04 06:03:40.168709
Néctar de uva,DERIVADOS,1978-12-21,-,2025-01-04 06:03:40.204979
Licorosos,DERIVADOS,1978-12-21,479.971,2025-01-04 06:03:40.243924
Compostos,DERIVADOS,1978-12-21,75.000,2025-01-04 06:03:40.275724
Jeropiga,DERIVADOS,1978-12-21,60.000,2025-01-04 06:03:40.308827
Filtrado,DERIVADOS,1978-12-21,-,2025-01-04 06:03:40.346415
Frisante,DERIVADOS,1978-12-21,-,2025-01-04 06:03:40.378163
Vinho leve,DERIVADOS,1978-12-21,-,2025-01-04 06:03:40.404776
Vinho licoroso,DERIVADOS,1978-12-21,-,2025-01-04 06:03:40.430400
Brandy,DERIVADOS,1978-12-21,-,2025-01-04 06:03:40.459851
Destilado,DERIVADOS,1978-12-21,-,2025-01-04 06:03:40.485418
Bagaceira,DERIVADOS,1978-12-21,698.200,2025-01-04 06:03:40.510532
Licor de bagaceira,DERIVADOS,1978-12-21,-,2025-01-04 06:03:40.535420
Vinagre,DERIVADOS,1978-12-21,-,2025-01-04 06:03:40.561656
Borra líquida,DERIVADOS,1978-12-21,-,2025-01-04 06:03:40.592941
Borra seca,DERIVADOS,1978-12-21,-,2025-01-04 06:03:40.621544
Vinho Composto,DERIVADOS,1978-12-21,-,2025-01-04 06:03:40.649417
Pisco,DERIVADOS,1978-12-21,-,2025-01-04 06:03:40.676119
Vinho orgânico,DERIVADOS,1978-12-21,-,2025-01-04 06:03:40.702042
Espumante orgânico,DERIVADOS,1978-12-21,-,2025-01-04 06:03:40.728213
Destilado alcoólico simples de bagaceira,DERIVADOS,1978-12-21,-,2025-01-04 06:03:40.754075
Vinho acidificado,DERIVADOS,1978-12-21,-,2025-01-04 06:03:40.781790
Mosto parcialmente fermentado,DERIVADOS,1978-12-21,-,2025-01-04 06:03:40.809128
Outros derivados,DERIVADOS,1978-12-21,-,2025-01-04 06:03:40.835139
Total,Total,1978-12-21,278.412.379,2025-01-04 06:03:40.859790
VINHO DE MESA,VINHO DE MESA,1979-12-21,211.252.982,2025-01-04 06:07:47.499919
Tinto,VINHO DE MESA,1979-12-21,154.736.439,2025-01-04 06:07:47.526343
Branco,VINHO DE MESA,1979-12-21,7.146.395,2025-01-04 06:07:47.553296
Rosado,VINHO DE MESA,1979-12-21,49.370.148,2025-01-04 06:07:47.580471
VINHO FINO DE MESA (VINIFERA),VINHO FINO DE MESA (VINIFERA),1979-12-21,46.129.710,2025-01-04 06:07:47.633328
Tinto,VINHO FINO DE MESA (VINIFERA),1979-12-21,14.356.453,2025-01-04 06:07:47.659927
Branco,VINHO FINO DE MESA (VINIFERA),1979-12-21,25.727.132,2025-01-04 06:07:47.689137
Rosado,VINHO FINO DE MESA (VINIFERA),1979-12-21,6.046.125,2025-01-04 06:07:47.718808
SUCO,SUCO,1979-12-21,-,2025-01-04 06:07:47.755750
Suco de uva integral,SUCO,1979-12-21,-,2025-01-04 06:07:47.785905
Suco de uva concentrado,SUCO,1979-12-21,-,2025-01-04 06:07:47.815576
Suco de uva adoçado,SUCO,1979-12-21,-,2025-01-04 06:07:47.844417
Suco de uva orgânico,SUCO,1979-12-21,-,2025-01-04 06:07:47.872556
Suco de uva reconstituído,SUCO,1979-12-21,-,2025-01-04 06:07:47.898039
DERIVADOS,DERIVADOS,1979-12-21,35.370.846,2025-01-04 06:07:47.930160
Espumante,DERIVADOS,1979-12-21,-,2025-01-04 06:07:47.957770
Espumante moscatel,DERIVADOS,1979-12-21,-,2025-01-04 06:07:47.983621
Base espumante,DERIVADOS,1979-12-21,-,2025-01-04 06:07:48.012233
Base espumante moscatel,DERIVADOS,1979-12-21,-,2025-01-04 06:07:48.046795
Base Champenoise champanha,DERIVADOS,1979-12-21,-,2025-01-04 06:07:48.076450
Base Charmat champanha,DERIVADOS,1979-12-21,-,2025-01-04 06:07:48.109305
Bebida de uva,DERIVADOS,1979-12-21,-,2025-01-04 06:07:48.140671
Polpa de uva,DERIVADOS,1979-12-21,-,2025-01-04 06:07:48.171892
Mosto simples,DERIVADOS,1979-12-21,34.318.456,2025-01-04 06:07:48.276418
Mosto concentrado,DERIVADOS,1979-12-21,-,2025-01-04 06:07:48.313366
Mosto de uva com bagaço,DERIVADOS,1979-12-21,-,2025-01-04 06:07:48.355041
Mosto dessulfitado,DERIVADOS,1979-12-21,-,2025-01-04 06:07:48.391467
Mistelas,DERIVADOS,1979-12-21,60.300,2025-01-04 06:07:48.418087
Néctar de uva,DERIVADOS,1979-12-21,-,2025-01-04 06:07:48.443877
Licorosos,DERIVADOS,1979-12-21,34.000,2025-01-04 06:07:48.471146
Compostos,DERIVADOS,1979-12-21,-,2025-01-04 06:07:48.496327
Jeropiga,DERIVADOS,1979-12-21,20.000,2025-01-04 06:07:48.524477
Filtrado,DERIVADOS,1979-12-21,-,2025-01-04 06:07:48.551302
Frisante,DERIVADOS,1979-12-21,-,2025-01-04 06:07:48.576720
Vinho leve,DERIVADOS,1979-12-21,-,2025-01-04 06:07:48.602832
Vinho licoroso,DERIVADOS,1979-12-21,-,2025-01-04 06:07:48.628309
Brandy,DERIVADOS,1979-12-21,-,2025-01-04 06:07:48.653332
Destilado,DERIVADOS,1979-12-21,-,2025-01-04 06:07:48.681238
Bagaceira,DERIVADOS,1979-12-21,938.090,2025-01-04 06:07:48.706893
Licor de bagaceira,DERIVADOS,1979-12-21,-,2025-01-04 06:07:48.734552
Vinagre,DERIVADOS,1979-12-21,-,2025-01-04 06:07:48.760600
Borra líquida,DERIVADOS,1979-12-21,-,2025-01-04 06:07:48.785836
Borra seca,DERIVADOS,1979-12-21,-,2025-01-04 06:07:48.813003
Vinho Composto,DERIVADOS,1979-12-21,-,2025-01-04 06:07:48.843535
Pisco,DERIVADOS,1979-12-21,-,2025-01-04 06:07:48.870731
Vinho orgânico,DERIVADOS,1979-12-21,-,2025-01-04 06:07:48.896101
Espumante orgânico,DERIVADOS,1979-12-21,-,2025-01-04 06:07:48.922311
Destilado alcoólico simples de bagaceira,DERIVADOS,1979-12-21,-,2025-01-04 06:07:48.948987
Vinho acidificado,DERIVADOS,1979-12-21,-,2025-01-04 06:07:48.975993
Mosto parcialmente fermentado,DERIVADOS,1979-12-21,-,2025-01-04 06:07:49.004382
Outros derivados,DERIVADOS,1979-12-21,-,2025-01-04 06:07:49.036920
VINHO DE MESA,VINHO DE MESA,1980-12-21,130.308.185,2025-01-04 06:07:52.401001
Tinto,VINHO DE MESA,1980-12-21,101.659.755,2025-01-04 06:07:52.428438
Branco,VINHO DE MESA,1980-12-21,5.363.452,2025-01-04 06:07:52.455248
Rosado,VINHO DE MESA,1980-12-21,23.284.978,2025-01-04 06:07:52.482394
VINHO FINO DE MESA (VINIFERA),VINHO FINO DE MESA (VINIFERA),1980-12-21,31.740.663,2025-01-04 06:07:52.512748
Tinto,VINHO FINO DE MESA (VINIFERA),1980-12-21,9.296.741,2025-01-04 06:07:52.538539
Branco,VINHO FINO DE MESA (VINIFERA),1980-12-21,19.326.572,2025-01-04 06:07:52.564291
Rosado,VINHO FINO DE MESA (VINIFERA),1980-12-21,3.117.350,2025-01-04 06:07:52.592106
SUCO,SUCO,1980-12-21,-,2025-01-04 06:07:52.622950
Suco de uva integral,SUCO,1980-12-21,-,2025-01-04 06:07:52.648169
Suco de uva concentrado,SUCO,1980-12-21,-,2025-01-04 06:07:52.674603
Suco de uva adoçado,SUCO,1980-12-21,-,2025-01-04 06:07:52.699622
Suco de uva orgânico,SUCO,1980-12-21,-,2025-01-04 06:07:52.724596
Suco de uva reconstituído,SUCO,1980-12-21,-,2025-01-04 06:07:52.749695
DERIVADOS,DERIVADOS,1980-12-21,37.553.414,2025-01-04 06:07:52.780173
Espumante,DERIVADOS,1980-12-21,-,2025-01-04 06:07:52.808567
Espumante moscatel,DERIVADOS,1980-12-21,-,2025-01-04 06:07:52.838068
Base espumante,DERIVADOS,1980-12-21,-,2025-01-04 06:07:52.868709
Base espumante moscatel,DERIVADOS,1980-12-21,-,2025-01-04 06:07:52.896780
Base Champenoise champanha,DERIVADOS,1980-12-21,-,2025-01-04 06:07:52.926538
Base Charmat champanha,DERIVADOS,1980-12-21,-,2025-01-04 06:07:52.954461
Bebida de uva,DERIVADOS,1980-12-21,-,2025-01-04 06:07:52.985579
Polpa de uva,DERIVADOS,1980-12-21,-,2025-01-04 06:07:53.018820
Mosto simples,DERIVADOS,1980-12-21,37.553.414,2025-01-04 06:07:53.052197
Mosto concentrado,DERIVADOS,1980-12-21,-,2025-01-04 06:07:53.083100
Mosto de uva com bagaço,DERIVADOS,1980-12-21,-,2025-01-04 06:07:53.113695
Mosto dessulfitado,DERIVADOS,1980-12-21,-,2025-01-04 06:07:53.146155
Mistelas,DERIVADOS,1980-12-21,-,2025-01-04 06:07:53.175439
Néctar de uva,DERIVADOS,1980-12-21,-,2025-01-04 06:07:53.208888
Licorosos,DERIVADOS,1980-12-21,-,2025-01-04 06:07:53.241349
Compostos,DERIVADOS,1980-12-21,-,2025-01-04 06:07:53.279729
Jeropiga,DERIVADOS,1980-12-21,-,2025-01-04 06:07:53.314013
Filtrado,DERIVADOS,1980-12-21,-,2025-01-04 06:07:53.365342
Frisante,DERIVADOS,1980-12-21,-,2025-01-04 06:07:53.398360
Vinho leve,DERIVADOS,1980-12-21,-,2025-01-04 06:07:53.425800
Vinho licoroso,DERIVADOS,1980-12-21,-,2025-01-04 06:07:53.454108
Brandy,DERIVADOS,1980-12-21,-,2025-01-04 06:07:53.486469
Destilado,DERIVADOS,1980-12-21,-,2025-01-04 06:07:53.516862
Bagaceira,DERIVADOS,1980-12-21,-,2025-01-04 06:07:53.543092
Licor de bagaceira,DERIVADOS,1980-12-21,-,2025-01-04 06:07:53.571322
Vinagre,DERIVADOS,1980-12-21,-,2025-01-04 06:07:53.595852
Borra líquida,DERIVADOS,1980-12-21,-,2025-01-04 06:07:53.620712
Borra seca,DERIVADOS,1980-12-21,-,2025-01-04 06:07:53.645053
Vinho Composto,DERIVADOS,1980-12-21,-,2025-01-04 06:07:53.669654
Pisco,DERIVADOS,1980-12-21,-,2025-01-04 06:07:53.694945
Vinho orgânico,DERIVADOS,1980-12-21,-,2025-01-04 06:07:53.718750
Espumante orgânico,DERIVADOS,1980-12-21,-,2025-01-04 06:07:53.742185
Destilado alcoólico simples de bagaceira,DERIVADOS,1980-12-21,-,2025-01-04 06:07:53.767165
Vinho acidificado,DERIVADOS,1980-12-21,-,2025-01-04 06:07:53.791620
Mosto parcialmente fermentado,DERIVADOS,1980-12-21,-,2025-01-04 06:07:53.818485
Outros derivados,DERIVADOS,1980-12-21,-,2025-01-04 06:07:53.843447
Total,Total,1980-12-21,199.602.262,2025-01-04 06:07:53.868152
VINHO DE MESA,VINHO DE MESA,1981-12-21,186.129.728,2025-01-04 06:07:57.192411
Tinto,VINHO DE MESA,1981-12-21,134.156.175,2025-01-04 06:07:57.225351
Branco,VINHO DE MESA,1981-12-21,12.547.739,2025-01-04 06:07:57.291676
Rosado,VINHO DE MESA,1981-12-21,39.425.814,2025-01-04 06:07:57.331164
VINHO FINO DE MESA (VINIFERA),VINHO FINO DE MESA (VINIFERA),1981-12-21,49.348.047,2025-01-04 06:07:57.370101
Tinto,VINHO FINO DE MESA (VINIFERA),1981-12-21,16.036.963,2025-01-04 06:07:57.399003
Branco,VINHO FINO DE MESA (VINIFERA),1981-12-21,27.528.276,2025-01-04 06:07:57.425795
Rosado,VINHO FINO DE MESA (VINIFERA),1981-12-21,5.782.808,2025-01-04 06:07:57.451041
SUCO,SUCO,1981-12-21,-,2025-01-04 06:07:57.481219
Suco de uva integral,SUCO,1981-12-21,-,2025-01-04 06:07:57.528719
Suco de uva concentrado,SUCO,1981-12-21,-,2025-01-04 06:07:57.556479
Suco de uva adoçado,SUCO,1981-12-21,-,2025-01-04 06:07:57.583768
Suco de uva orgânico,SUCO,1981-12-21,-,2025-01-04 06:07:57.611296
Suco de uva reconstituído,SUCO,1981-12-21,-,2025-01-04 06:07:57.638607
DERIVADOS,DERIVADOS,1981-12-21,52.530.037,2025-01-04 06:07:57.670231
Espumante,DERIVADOS,1981-12-21,-,2025-01-04 06:07:57.696581
Espumante moscatel,DERIVADOS,1981-12-21,-,2025-01-04 06:07:57.723531
Base espumante,DERIVADOS,1981-12-21,-,2025-01-04 06:07:57.753172
Base espumante moscatel,DERIVADOS,1981-12-21,-,2025-01-04 06:07:57.782229
Base Champenoise champanha,DERIVADOS,1981-12-21,-,2025-01-04 06:07:57.808923
Base Charmat champanha,DERIVADOS,1981-12-21,-,2025-01-04 06:07:57.835360
Bebida de uva,DERIVADOS,1981-12-21,-,2025-01-04 06:07:57.859016
Polpa de uva,DERIVADOS,1981-12-21,-,2025-01-04 06:07:57.884735
Mosto simples,DERIVADOS,1981-12-21,48.762.185,2025-01-04 06:07:57.911275
Mosto concentrado,DERIVADOS,1981-12-21,-,2025-01-04 06:07:57.941725
Mosto de uva com bagaço,DERIVADOS,1981-12-21,-,2025-01-04 06:07:57.973269
Mosto dessulfitado,DERIVADOS,1981-12-21,-,2025-01-04 06:07:58.022500
Mistelas,DERIVADOS,1981-12-21,-,2025-01-04 06:07:58.061246
Néctar de uva,DERIVADOS,1981-12-21,-,2025-01-04 06:07:58.104634
Licorosos,DERIVADOS,1981-12-21,-,2025-01-04 06:07:58.138271
Compostos,DERIVADOS,1981-12-21,-,2025-01-04 06:07:58.178635
Jeropiga,DERIVADOS,1981-12-21,-,2025-01-04 06:07:58.218555
Filtrado,DERIVADOS,1981-12-21,-,2025-01-04 06:07:58.253462
Frisante,DERIVADOS,1981-12-21,-,2025-01-04 06:07:58.288180
Vinho leve,DERIVADOS,1981-12-21,-,2025-01-04 06:07:58.320674
Vinho licoroso,DERIVADOS,1981-12-21,-,2025-01-04 06:07:58.357634
Brandy,DERIVADOS,1981-12-21,-,2025-01-04 06:07:58.392973
Destilado,DERIVADOS,1981-12-21,-,2025-01-04 06:07:58.422873
Bagaceira,DERIVADOS,1981-12-21,-,2025-01-04 06:07:58.452886
Licor de bagaceira,DERIVADOS,1981-12-21,-,2025-01-04 06:07:58.481852
Vinagre,DERIVADOS,1981-12-21,-,2025-01-04 06:07:58.508369
Borra líquida,DERIVADOS,1981-12-21,3.767.852,2025-01-04 06:07:58.534818
Borra seca,DERIVADOS,1981-12-21,-,2025-01-04 06:07:58.559347
Vinho Composto,DERIVADOS,1981-12-21,-,2025-01-04 06:07:58.586122
Pisco,DERIVADOS,1981-12-21,-,2025-01-04 06:07:58.612256
Vinho orgânico,DERIVADOS,1981-12-21,-,2025-01-04 06:07:58.636649
Espumante orgânico,DERIVADOS,1981-12-21,-,2025-01-04 06:07:58.661532
Destilado alcoólico simples de bagaceira,DERIVADOS,1981-12-21,-,2025-01-04 06:07:58.686131
Vinho acidificado,DERIVADOS,1981-12-21,-,2025-01-04 06:07:58.712940
Mosto parcialmente fermentado,DERIVADOS,1981-12-21,-,2025-01-04 06:07:58.741018
Outros derivados,DERIVADOS,1981-12-21,-,2025-01-04 06:07:58.771448
Total,Total,1981-12-21,288.007.812,2025-01-04 06:07:58.796398
VINHO DE MESA,VINHO DE MESA,1982-12-21,234.754.564,2025-01-04 06:08:02.069613
Tinto,VINHO DE MESA,1982-12-21,183.349.460,2025-01-04 06:08:02.103819
Branco,VINHO DE MESA,1982-12-21,15.782.499,2025-01-04 06:08:02.135921
Rosado,VINHO DE MESA,1982-12-21,35.622.605,2025-01-04 06:08:02.167623
VINHO FINO DE MESA (VINIFERA),VINHO FINO DE MESA (VINIFERA),1982-12-21,57.453.581,2025-01-04 06:08:02.204857
Tinto,VINHO FINO DE MESA (VINIFERA),1982-12-21,19.987.588,2025-01-04 06:08:02.238932
Branco,VINHO FINO DE MESA (VINIFERA),1982-12-21,34.423.412,2025-01-04 06:08:02.275852
Rosado,VINHO FINO DE MESA (VINIFERA),1982-12-21,3.042.581,2025-01-04 06:08:02.305321
SUCO,SUCO,1982-12-21,-,2025-01-04 06:08:02.360456
Suco de uva integral,SUCO,1982-12-21,-,2025-01-04 06:08:02.390903
Suco de uva concentrado,SUCO,1982-12-21,-,2025-01-04 06:08:02.417921
Suco de uva adoçado,SUCO,1982-12-21,-,2025-01-04 06:08:02.444539
Suco de uva orgânico,SUCO,1982-12-21,-,2025-01-04 06:08:02.469435
Suco de uva reconstituído,SUCO,1982-12-21,-,2025-01-04 06:08:02.497144
DERIVADOS,DERIVADOS,1982-12-21,37.506.770,2025-01-04 06:08:02.528861
Espumante,DERIVADOS,1982-12-21,-,2025-01-04 06:08:02.553500
Espumante moscatel,DERIVADOS,1982-12-21,-,2025-01-04 06:08:02.582967
Base espumante,DERIVADOS,1982-12-21,-,2025-01-04 06:08:02.607011
Base espumante moscatel,DERIVADOS,1982-12-21,-,2025-01-04 06:08:02.632970
Base Champenoise champanha,DERIVADOS,1982-12-21,-,2025-01-04 06:08:02.657476
Base Charmat champanha,DERIVADOS,1982-12-21,-,2025-01-04 06:08:02.682555
Bebida de uva,DERIVADOS,1982-12-21,-,2025-01-04 06:08:02.708350
Polpa de uva,DERIVADOS,1982-12-21,-,2025-01-04 06:08:02.732846
Mosto simples,DERIVADOS,1982-12-21,37.506.770,2025-01-04 06:08:02.758189
Mosto concentrado,DERIVADOS,1982-12-21,-,2025-01-04 06:08:02.785308
Mosto de uva com bagaço,DERIVADOS,1982-12-21,-,2025-01-04 06:08:02.809993
