name,category,date,amount_liters,created_at
Tinto,VINHO DE MESA,1997-12-21,116.458.841,2025-01-04 06:18:23.910756
Branco,VINHO DE MESA,1997-12-21,41.842.945,2025-01-04 06:18:23.937604
Rosado,VINHO DE MESA,1997-12-21,24.514.261,2025-01-04 06:18:23.961816
VINHO FINO DE MESA (VINIFERA),VINHO FINO DE MESA (VINIFERA),1997-12-21,46.988.414,2025-01-04 06:18:23.992319
Tinto,VINHO FINO DE MESA (VINIFERA),1997-12-21,12.590.647,2025-01-04 06:18:24.028547
Branco,VINHO FINO DE MESA (VINIFERA),1997-12-21,33.792.167,2025-01-04 06:18:24.059406
Rosado,VINHO FINO DE MESA (VINIFERA),1997-12-21,605.600,2025-01-04 06:18:24.092454
SUCO,SUCO,1997-12-21,13.409.014,2025-01-04 06:18:24.136639
Suco de uva integral,SUCO,1997-12-21,2.884.969,2025-01-04 06:18:24.168827
Suco de uva concentrado,SUCO,1997-12-21,10.524.045,2025-01-04 06:18:24.199561
Suco de uva adoçado,SUCO,1997-12-21,-,2025-01-04 06:18:24.236323
Suco de uva orgânico,SUCO,1997-12-21,-,2025-01-04 06:18:24.270747
Suco de uva reconstituído,SUCO,1997-12-21,-,2025-01-04 06:18:24.303591
DERIVADOS,DERIVADOS,1997-12-21,24.553.317,2025-01-04 06:18:24.363334
Espumante,DERIVADOS,1997-12-21,-,2025-01-04 06:18:24.398324
Espumante moscatel,DERIVADOS,1997-12-21,-,2025-01-04 06:18:24.425222
Base espumante,DERIVADOS,1997-12-21,-,2025-01-04 06:18:24.451596
Base espumante moscatel,DERIVADOS,1997-12-21,-,2025-01-04 06:18:24.476707
Base Champenoise champanha,DERIVADOS,1997-12-21,-,2025-01-04 06:18:24.502019
Base Charmat champanha,DERIVADOS,1997-12-21,-,2025-01-04 06:18:24.526931
Bebida de uva,DERIVADOS,1997-12-21,-,2025-01-04 06:18:24.552715
Polpa de uva,DERIVADOS,1997-12-21,-,2025-01-04 06:18:24.580306
Mosto simples,DERIVADOS,1997-12-21,19.066.000,2025-01-04 06:18:24.606967
Mosto concentrado,DERIVADOS,1997-12-21,490.000,2025-01-04 06:18:24.634776
Mosto de uva com bagaço,DERIVADOS,1997-12-21,-,2025-01-04 06:18:24.664174
Mosto dessulfitado,DERIVADOS,1997-12-21,-,2025-01-04 06:18:24.693937
Mistelas,DERIVADOS,1997-12-21,-,2025-01-04 06:18:24.726592
Néctar de uva,DERIVADOS,1997-12-21,-,2025-01-04 06:18:24.757357
Licorosos,DERIVADOS,1997-12-21,-,2025-01-04 06:18:24.786049
Compostos,DERIVADOS,1997-12-21,-,2025-01-04 06:18:24.812267
Jeropiga,DERIVADOS,1997-12-21,-,2025-01-04 06:18:24.839057
Filtrado,DERIVADOS,1997-12-21,-,2025-01-04 06:18:24.867372
Frisante,DERIVADOS,1997-12-21,-,2025-01-04 06:18:24.895622
Vinho leve,DERIVADOS,1997-12-21,-,2025-01-04 06:18:24.921763
Vinho licoroso,DERIVADOS,1997-12-21,-,2025-01-04 06:18:24.950618
Brandy,DERIVADOS,1997-12-21,-,2025-01-04 06:18:24.977284
Destilado,DERIVADOS,1997-12-21,-,2025-01-04 06:18:25.004665
Bagaceira,DERIVADOS,1997-12-21,-,2025-01-04 06:18:25.055274
Licor de bagaceira,DERIVADOS,1997-12-21,-,2025-01-04 06:18:25.088494
Vinagre,DERIVADOS,1997-12-21,-,2025-01-04 06:18:25.120630
Borra líquida,DERIVADOS,1997-12-21,-,2025-01-04 06:18:25.160791
Borra seca,DERIVADOS,1997-12-21,-,2025-01-04 06:18:25.195046
Vinho Composto,DERIVADOS,1997-12-21,-,2025-01-04 06:18:25.236393
Pisco,DERIVADOS,1997-12-21,-,2025-01-04 06:18:25.270918
Vinho orgânico,DERIVADOS,1997-12-21,4.997.317,2025-01-04 06:18:25.305827
Espumante orgânico,DERIVADOS,1997-12-21,-,2025-01-04 06:18:25.338020
Destilado alcoólico simples de bagaceira,DERIVADOS,1997-12-21,-,2025-01-04 06:18:25.370322
Vinho acidificado,DERIVADOS,1997-12-21,-,2025-01-04 06:18:25.403231
Mosto parcialmente fermentado,DERIVADOS,1997-12-21,-,2025-01-04 06:18:25.430014
Outros derivados,DERIVADOS,1997-12-21,-,2025-01-04 06:18:25.456623
Total,Total,1997-12-21,267.766.792,2025-01-04 06:18:25.483295
VINHO DE MESA,VINHO DE MESA,1998-12-21,150.814.943,2025-01-04 06:18:28.764464
Tinto,VINHO DE MESA,1998-12-21,102.127.865,2025-01-04 06:18:28.796122
Branco,VINHO DE MESA,1998-12-21,32.140.249,2025-01-04 06:18:28.828528
Rosado,VINHO DE MESA,1998-12-21,16.546.829,2025-01-04 06:18:28.861017
VINHO FINO DE MESA (VINIFERA),VINHO FINO DE MESA (VINIFERA),1998-12-21,33.898.630,2025-01-04 06:18:28.898363
Tinto,VINHO FINO DE MESA (VINIFERA),1998-12-21,8.716.140,2025-01-04 06:18:28.972184
Branco,VINHO FINO DE MESA (VINIFERA),1998-12-21,24.384.090,2025-01-04 06:18:29.013835
Rosado,VINHO FINO DE MESA (VINIFERA),1998-12-21,798.400,2025-01-04 06:18:29.048549
SUCO,SUCO,1998-12-21,13.904.186,2025-01-04 06:18:29.086456
Suco de uva integral,SUCO,1998-12-21,3.904.186,2025-01-04 06:18:29.119934
Suco de uva concentrado,SUCO,1998-12-21,10.000.000,2025-01-04 06:18:29.149302
Suco de uva adoçado,SUCO,1998-12-21,-,2025-01-04 06:18:29.179536
Suco de uva orgânico,SUCO,1998-12-21,-,2025-01-04 06:18:29.211850
Suco de uva reconstituído,SUCO,1998-12-21,-,2025-01-04 06:18:29.248700
DERIVADOS,DERIVADOS,1998-12-21,14.693.351,2025-01-04 06:18:29.281471
Espumante,DERIVADOS,1998-12-21,-,2025-01-04 06:18:29.309535
Espumante moscatel,DERIVADOS,1998-12-21,-,2025-01-04 06:18:29.346297
Base espumante,DERIVADOS,1998-12-21,-,2025-01-04 06:18:29.383793
Base espumante moscatel,DERIVADOS,1998-12-21,-,2025-01-04 06:18:29.412174
Base Champenoise champanha,DERIVADOS,1998-12-21,-,2025-01-04 06:18:29.439776
Base Charmat champanha,DERIVADOS,1998-12-21,-,2025-01-04 06:18:29.466813
Bebida de uva,DERIVADOS,1998-12-21,-,2025-01-04 06:18:29.494513
Polpa de uva,DERIVADOS,1998-12-21,-,2025-01-04 06:18:29.523107
Mosto simples,DERIVADOS,1998-12-21,11.046.570,2025-01-04 06:18:29.552694
Mosto concentrado,DERIVADOS,1998-12-21,381.000,2025-01-04 06:18:29.580069
Mosto de uva com bagaço,DERIVADOS,1998-12-21,-,2025-01-04 06:18:29.607339
Mosto dessulfitado,DERIVADOS,1998-12-21,-,2025-01-04 06:18:29.632994
Mistelas,DERIVADOS,1998-12-21,-,2025-01-04 06:18:29.658392
Néctar de uva,DERIVADOS,1998-12-21,-,2025-01-04 06:18:29.684731
Licorosos,DERIVADOS,1998-12-21,-,2025-01-04 06:18:29.709387
Compostos,DERIVADOS,1998-12-21,-,2025-01-04 06:18:29.734760
Jeropiga,DERIVADOS,1998-12-21,-,2025-01-04 06:18:29.759866
Filtrado,DERIVADOS,1998-12-21,-,2025-01-04 06:18:29.784856
Frisante,DERIVADOS,1998-12-21,-,2025-01-04 06:18:29.810036
Vinho leve,DERIVADOS,1998-12-21,-,2025-01-04 06:18:29.834289
Vinho licoroso,DERIVADOS,1998-12-21,-,2025-01-04 06:18:29.858377
Brandy,DERIVADOS,1998-12-21,-,2025-01-04 06:18:29.882723
Destilado,DERIVADOS,1998-12-21,-,2025-01-04 06:18:29.908423
Bagaceira,DERIVADOS,1998-12-21,-,2025-01-04 06:18:29.936820
Licor de bagaceira,DERIVADOS,1998-12-21,-,2025-01-04 06:18:29.963194
Vinagre,DERIVADOS,1998-12-21,-,2025-01-04 06:18:29.992534
Borra líquida,DERIVADOS,1998-12-21,-,2025-01-04 06:18:30.027427
Borra seca,DERIVADOS,1998-12-21,-,2025-01-04 06:18:30.068349
Vinho Composto,DERIVADOS,1998-12-21,-,2025-01-04 06:18:30.106600
Pisco,DERIVADOS,1998-12-21,-,2025-01-04 06:18:30.136723
Vinho orgânico,DERIVADOS,1998-12-21,3.265.781,2025-01-04 06:18:30.171348
Espumante orgânico,DERIVADOS,1998-12-21,-,2025-01-04 06:18:30.200759
Destilado alcoólico simples de bagaceira,DERIVADOS,1998-12-21,-,2025-01-04 06:18:30.237423
Vinho acidificado,DERIVADOS,1998-12-21,-,2025-01-04 06:18:30.270865
Mosto parcialmente fermentado,DERIVADOS,1998-12-21,-,2025-01-04 06:18:30.303109
Outros derivados,DERIVADOS,1998-12-21,-,2025-01-04 06:18:30.340166
Total,Total,1998-12-21,213.311.110,2025-01-04 06:18:30.372680
VINHO DE MESA,VINHO DE MESA,1999-12-21,226.520.776,2025-01-04 06:18:33.652676
Tinto,VINHO DE MESA,1999-12-21,168.149.414,2025-01-04 06:18:33.682081
Branco,VINHO DE MESA,1999-12-21,42.528.150,2025-01-04 06:18:33.710751
Rosado,VINHO DE MESA,1999-12-21,15.843.212,2025-01-04 06:18:33.739896
VINHO FINO DE MESA (VINIFERA),VINHO FINO DE MESA (VINIFERA),1999-12-21,45.830.497,2025-01-04 06:18:33.772582
Tinto,VINHO FINO DE MESA (VINIFERA),1999-12-21,14.640.657,2025-01-04 06:18:33.798418
Branco,VINHO FINO DE MESA (VINIFERA),1999-12-21,30.674.840,2025-01-04 06:18:33.823897
Rosado,VINHO FINO DE MESA (VINIFERA),1999-12-21,515.000,2025-01-04 06:18:33.849374
SUCO,SUCO,1999-12-21,15.532.303,2025-01-04 06:18:33.880482
Suco de uva integral,SUCO,1999-12-21,4.132.303,2025-01-04 06:18:33.909667
Suco de uva concentrado,SUCO,1999-12-21,11.400.000,2025-01-04 06:18:33.938763
Suco de uva adoçado,SUCO,1999-12-21,-,2025-01-04 06:18:33.968057
Suco de uva orgânico,SUCO,1999-12-21,-,2025-01-04 06:18:33.994936
Suco de uva reconstituído,SUCO,1999-12-21,-,2025-01-04 06:18:34.035790
DERIVADOS,DERIVADOS,1999-12-21,23.422.306,2025-01-04 06:18:34.084485
Espumante,DERIVADOS,1999-12-21,6.900,2025-01-04 06:18:34.121595
Espumante moscatel,DERIVADOS,1999-12-21,-,2025-01-04 06:18:34.156417
Base espumante,DERIVADOS,1999-12-21,-,2025-01-04 06:18:34.190388
Base espumante moscatel,DERIVADOS,1999-12-21,-,2025-01-04 06:18:34.221142
Base Champenoise champanha,DERIVADOS,1999-12-21,-,2025-01-04 06:18:34.266742
Base Charmat champanha,DERIVADOS,1999-12-21,-,2025-01-04 06:18:34.301258
Bebida de uva,DERIVADOS,1999-12-21,-,2025-01-04 06:18:34.344217
Polpa de uva,DERIVADOS,1999-12-21,-,2025-01-04 06:18:34.382485
Mosto simples,DERIVADOS,1999-12-21,14.359.734,2025-01-04 06:18:34.414656
Mosto concentrado,DERIVADOS,1999-12-21,411.354,2025-01-04 06:18:34.447330
Mosto de uva com bagaço,DERIVADOS,1999-12-21,-,2025-01-04 06:18:34.480227
Mosto dessulfitado,DERIVADOS,1999-12-21,-,2025-01-04 06:18:34.516379
Mistelas,DERIVADOS,1999-12-21,-,2025-01-04 06:18:34.545339
Néctar de uva,DERIVADOS,1999-12-21,-,2025-01-04 06:18:34.572939
Licorosos,DERIVADOS,1999-12-21,44.740,2025-01-04 06:18:34.601604
Compostos,DERIVADOS,1999-12-21,-,2025-01-04 06:18:34.629425
Jeropiga,DERIVADOS,1999-12-21,-,2025-01-04 06:18:34.658930
Filtrado,DERIVADOS,1999-12-21,-,2025-01-04 06:18:34.688045
Frisante,DERIVADOS,1999-12-21,-,2025-01-04 06:18:34.715606
Vinho leve,DERIVADOS,1999-12-21,-,2025-01-04 06:18:34.745237
Vinho licoroso,DERIVADOS,1999-12-21,-,2025-01-04 06:18:34.772696
Brandy,DERIVADOS,1999-12-21,-,2025-01-04 06:18:34.800088
Destilado,DERIVADOS,1999-12-21,7.350,2025-01-04 06:18:34.828435
Bagaceira,DERIVADOS,1999-12-21,-,2025-01-04 06:18:34.857566
Licor de bagaceira,DERIVADOS,1999-12-21,-,2025-01-04 06:18:34.885028
Vinagre,DERIVADOS,1999-12-21,-,2025-01-04 06:18:34.912924
Borra líquida,DERIVADOS,1999-12-21,-,2025-01-04 06:18:34.940402
Borra seca,DERIVADOS,1999-12-21,-,2025-01-04 06:18:34.970957
Vinho Composto,DERIVADOS,1999-12-21,-,2025-01-04 06:18:34.999998
Pisco,DERIVADOS,1999-12-21,-,2025-01-04 06:18:35.036853
Vinho orgânico,DERIVADOS,1999-12-21,8.592.228,2025-01-04 06:18:35.068609
Espumante orgânico,DERIVADOS,1999-12-21,-,2025-01-04 06:18:35.110558
Destilado alcoólico simples de bagaceira,DERIVADOS,1999-12-21,-,2025-01-04 06:18:35.142024
Vinho acidificado,DERIVADOS,1999-12-21,-,2025-01-04 06:18:35.172999
Mosto parcialmente fermentado,DERIVADOS,1999-12-21,-,2025-01-04 06:18:35.205909
Outros derivados,DERIVADOS,1999-12-21,-,2025-01-04 06:18:35.240248
Total,Total,1999-12-21,311.305.882,2025-01-04 06:18:35.289331
VINHO DE MESA,VINHO DE MESA,2000-12-21,273.025.576,2025-01-04 06:18:38.582364
Tinto,VINHO DE MESA,2000-12-21,208.242.670,2025-01-04 06:18:38.610617
Branco,VINHO DE MESA,2000-12-21,44.902.276,2025-01-04 06:18:38.636069
Rosado,VINHO DE MESA,2000-12-21,19.880.630,2025-01-04 06:18:38.661110
VINHO FINO DE MESA (VINIFERA),VINHO FINO DE MESA (VINIFERA),2000-12-21,56.209.739,2025-01-04 06:18:38.697691
Tinto,VINHO FINO DE MESA (VINIFERA),2000-12-21,18.545.613,2025-01-04 06:18:38.728317
Branco,VINHO FINO DE MESA (VINIFERA),2000-12-21,36.955.126,2025-01-04 06:18:38.760904
Rosado,VINHO FINO DE MESA (VINIFERA),2000-12-21,709.000,2025-01-04 06:18:38.790559
SUCO,SUCO,2000-12-21,17.722.779,2025-01-04 06:18:38.824478
Suco de uva integral,SUCO,2000-12-21,3.546.779,2025-01-04 06:18:38.852066
Suco de uva concentrado,SUCO,2000-12-21,14.176.000,2025-01-04 06:18:38.878828
Suco de uva adoçado,SUCO,2000-12-21,-,2025-01-04 06:18:38.905542
Suco de uva orgânico,SUCO,2000-12-21,-,2025-01-04 06:18:38.931805
Suco de uva reconstituído,SUCO,2000-12-21,-,2025-01-04 06:18:38.959083
DERIVADOS,DERIVADOS,2000-12-21,25.959.016,2025-01-04 06:18:38.991076
Espumante,DERIVADOS,2000-12-21,71.410,2025-01-04 06:18:39.026083
Espumante moscatel,DERIVADOS,2000-12-21,-,2025-01-04 06:18:39.058320
Base espumante,DERIVADOS,2000-12-21,-,2025-01-04 06:18:39.108613
Base espumante moscatel,DERIVADOS,2000-12-21,-,2025-01-04 06:18:39.145135
Base Champenoise champanha,DERIVADOS,2000-12-21,-,2025-01-04 06:18:39.179961
Base Charmat champanha,DERIVADOS,2000-12-21,-,2025-01-04 06:18:39.218005
Bebida de uva,DERIVADOS,2000-12-21,-,2025-01-04 06:18:39.250002
Polpa de uva,DERIVADOS,2000-12-21,-,2025-01-04 06:18:39.284540
Mosto simples,DERIVADOS,2000-12-21,16.192.018,2025-01-04 06:18:39.317180
Mosto concentrado,DERIVADOS,2000-12-21,-,2025-01-04 06:18:39.351867
Mosto de uva com bagaço,DERIVADOS,2000-12-21,-,2025-01-04 06:18:39.387907
Mosto dessulfitado,DERIVADOS,2000-12-21,-,2025-01-04 06:18:39.421507
Mistelas,DERIVADOS,2000-12-21,33.000,2025-01-04 06:18:39.450060
Néctar de uva,DERIVADOS,2000-12-21,-,2025-01-04 06:18:39.481662
Licorosos,DERIVADOS,2000-12-21,21.000,2025-01-04 06:18:39.512831
Compostos,DERIVADOS,2000-12-21,-,2025-01-04 06:18:39.545502
Jeropiga,DERIVADOS,2000-12-21,-,2025-01-04 06:18:39.572092
Filtrado,DERIVADOS,2000-12-21,-,2025-01-04 06:18:39.599483
Frisante,DERIVADOS,2000-12-21,-,2025-01-04 06:18:39.628609
Vinho leve,DERIVADOS,2000-12-21,-,2025-01-04 06:18:39.656060
Vinho licoroso,DERIVADOS,2000-12-21,-,2025-01-04 06:18:39.682834
Brandy,DERIVADOS,2000-12-21,-,2025-01-04 06:18:39.711072
Destilado,DERIVADOS,2000-12-21,1.960,2025-01-04 06:18:39.738707
Bagaceira,DERIVADOS,2000-12-21,12.700,2025-01-04 06:18:39.765193
Licor de bagaceira,DERIVADOS,2000-12-21,-,2025-01-04 06:18:39.792558
Vinagre,DERIVADOS,2000-12-21,-,2025-01-04 06:18:39.817902
Borra líquida,DERIVADOS,2000-12-21,9.626.928,2025-01-04 06:18:39.849769
Borra seca,DERIVADOS,2000-12-21,-,2025-01-04 06:18:39.878042
Vinho Composto,DERIVADOS,2000-12-21,-,2025-01-04 06:18:39.906614
Pisco,DERIVADOS,2000-12-21,-,2025-01-04 06:18:39.932674
Vinho orgânico,DERIVADOS,2000-12-21,-,2025-01-04 06:18:39.960817
Espumante orgânico,DERIVADOS,2000-12-21,-,2025-01-04 06:18:39.988241
Destilado alcoólico simples de bagaceira,DERIVADOS,2000-12-21,-,2025-01-04 06:18:40.029676
Vinho acidificado,DERIVADOS,2000-12-21,-,2025-01-04 06:18:40.071462
Mosto parcialmente fermentado,DERIVADOS,2000-12-21,-,2025-01-04 06:18:40.109126
Outros derivados,DERIVADOS,2000-12-21,-,2025-01-04 06:18:40.149167
Total,Total,2000-12-21,372.917.110,2025-01-04 06:18:40.182446
VINHO DE MESA,VINHO DE MESA,2001-12-21,228.932.458,2025-01-04 06:18:43.491474
Tinto,VINHO DE MESA,2001-12-21,175.267.437,2025-01-04 06:18:43.525212
Branco,VINHO DE MESA,2001-12-21,44.322.836,2025-01-04 06:18:43.556856
Rosado,VINHO DE MESA,2001-12-21,9.342.185,2025-01-04 06:18:43.585806
VINHO FINO DE MESA (VINIFERA),VINHO FINO DE MESA (VINIFERA),2001-12-21,34.159.277,2025-01-04 06:18:43.620722
Tinto,VINHO FINO DE MESA (VINIFERA),2001-12-21,13.587.683,2025-01-04 06:18:43.648784
Branco,VINHO FINO DE MESA (VINIFERA),2001-12-21,20.393.594,2025-01-04 06:18:43.675802
Rosado,VINHO FINO DE MESA (VINIFERA),2001-12-21,178.000,2025-01-04 06:18:43.704127
SUCO,SUCO,2001-12-21,17.987.182,2025-01-04 06:18:43.739769
Suco de uva integral,SUCO,2001-12-21,5.196.430,2025-01-04 06:18:43.766704
Suco de uva concentrado,SUCO,2001-12-21,12.790.752,2025-01-04 06:18:43.795927
Suco de uva adoçado,SUCO,2001-12-21,-,2025-01-04 06:18:43.824048
Suco de uva orgânico,SUCO,2001-12-21,-,2025-01-04 06:18:43.856904
Suco de uva reconstituído,SUCO,2001-12-21,-,2025-01-04 06:18:43.886732
DERIVADOS,DERIVADOS,2001-12-21,15.498.842,2025-01-04 06:18:43.926631
Espumante,DERIVADOS,2001-12-21,-,2025-01-04 06:18:43.955585
Espumante moscatel,DERIVADOS,2001-12-21,276.099,2025-01-04 06:18:43.981915
Base espumante,DERIVADOS,2001-12-21,-,2025-01-04 06:18:44.012242
Base espumante moscatel,DERIVADOS,2001-12-21,-,2025-01-04 06:18:44.044831
Base Champenoise champanha,DERIVADOS,2001-12-21,-,2025-01-04 06:18:44.076915
Base Charmat champanha,DERIVADOS,2001-12-21,-,2025-01-04 06:18:44.112640
Bebida de uva,DERIVADOS,2001-12-21,-,2025-01-04 06:18:44.146372
Polpa de uva,DERIVADOS,2001-12-21,-,2025-01-04 06:18:44.177758
Mosto simples,DERIVADOS,2001-12-21,6.977.231,2025-01-04 06:18:44.208221
Mosto concentrado,DERIVADOS,2001-12-21,-,2025-01-04 06:18:44.240916
Mosto de uva com bagaço,DERIVADOS,2001-12-21,-,2025-01-04 06:18:44.273861
Mosto dessulfitado,DERIVADOS,2001-12-21,-,2025-01-04 06:18:44.309982
Mistelas,DERIVADOS,2001-12-21,15.000,2025-01-04 06:18:44.345559
Néctar de uva,DERIVADOS,2001-12-21,-,2025-01-04 06:18:44.379748
Licorosos,DERIVADOS,2001-12-21,4.000,2025-01-04 06:18:44.411077
Compostos,DERIVADOS,2001-12-21,-,2025-01-04 06:18:44.442782
Jeropiga,DERIVADOS,2001-12-21,-,2025-01-04 06:18:44.478324
Filtrado,DERIVADOS,2001-12-21,-,2025-01-04 06:18:44.509391
Frisante,DERIVADOS,2001-12-21,-,2025-01-04 06:18:44.541481
Vinho leve,DERIVADOS,2001-12-21,-,2025-01-04 06:18:44.573755
Vinho licoroso,DERIVADOS,2001-12-21,-,2025-01-04 06:18:44.602907
Brandy,DERIVADOS,2001-12-21,-,2025-01-04 06:18:44.629732
Destilado,DERIVADOS,2001-12-21,-,2025-01-04 06:18:44.657469
Bagaceira,DERIVADOS,2001-12-21,10.350,2025-01-04 06:18:44.689968
Licor de bagaceira,DERIVADOS,2001-12-21,-,2025-01-04 06:18:44.716528
Vinagre,DERIVADOS,2001-12-21,-,2025-01-04 06:18:44.744220
Borra líquida,DERIVADOS,2001-12-21,8.216.162,2025-01-04 06:18:44.770267
Borra seca,DERIVADOS,2001-12-21,-,2025-01-04 06:18:44.797499
Vinho Composto,DERIVADOS,2001-12-21,-,2025-01-04 06:18:44.837205
Pisco,DERIVADOS,2001-12-21,-,2025-01-04 06:18:44.865344
Vinho orgânico,DERIVADOS,2001-12-21,-,2025-01-04 06:18:44.891875
Espumante orgânico,DERIVADOS,2001-12-21,-,2025-01-04 06:18:44.919855
Destilado alcoólico simples de bagaceira,DERIVADOS,2001-12-21,-,2025-01-04 06:18:44.947881
Vinho acidificado,DERIVADOS,2001-12-21,-,2025-01-04 06:18:44.975758
Mosto parcialmente fermentado,DERIVADOS,2001-12-21,-,2025-01-04 06:18:45.022006
Outros derivados,DERIVADOS,2001-12-21,-,2025-01-04 06:18:45.058306
Total,Total,2001-12-21,296.577.759,2025-01-04 06:18:45.095834
VINHO DE MESA,VINHO DE MESA,2002-12-21,259.589.740,2025-01-04 06:18:48.446998
Tinto,VINHO DE MESA,2002-12-21,215.892.333,2025-01-04 06:18:48.476010
Branco,VINHO DE MESA,2002-12-21,35.329.657,2025-01-04 06:18:48.506754
Rosado,VINHO DE MESA,2002-12-21,8.367.750,2025-01-04 06:18:48.536321
VINHO FINO DE MESA (VINIFERA),VINHO FINO DE MESA (VINIFERA),2002-12-21,31.655.226,2025-01-04 06:18:48.571815
Tinto,VINHO FINO DE MESA (VINIFERA),2002-12-21,13.619.033,2025-01-04 06:18:48.599418
Branco,VINHO FINO DE MESA (VINIFERA),2002-12-21,17.911.689,2025-01-04 06:18:48.625282
Rosado,VINHO FINO DE MESA (VINIFERA),2002-12-21,124.504,2025-01-04 06:18:48.649836
SUCO,SUCO,2002-12-21,20.228.691,2025-01-04 06:18:48.679864
Suco de uva integral,SUCO,2002-12-21,5.505.889,2025-01-04 06:18:48.706502
Suco de uva concentrado,SUCO,2002-12-21,14.722.802,2025-01-04 06:18:48.734690
Suco de uva adoçado,SUCO,2002-12-21,-,2025-01-04 06:18:48.761749
Suco de uva orgânico,SUCO,2002-12-21,-,2025-01-04 06:18:48.789207
Suco de uva reconstituído,SUCO,2002-12-21,-,2025-01-04 06:18:48.814468
DERIVADOS,DERIVADOS,2002-12-21,28.122.348,2025-01-04 06:18:48.846621
Espumante,DERIVADOS,2002-12-21,-,2025-01-04 06:18:48.873883
Espumante moscatel,DERIVADOS,2002-12-21,-,2025-01-04 06:18:48.900089
Base espumante,DERIVADOS,2002-12-21,-,2025-01-04 06:18:48.926236
Base espumante moscatel,DERIVADOS,2002-12-21,-,2025-01-04 06:18:48.957393
Base Champenoise champanha,DERIVADOS,2002-12-21,-,2025-01-04 06:18:48.986675
Base Charmat champanha,DERIVADOS,2002-12-21,-,2025-01-04 06:18:49.051379
Bebida de uva,DERIVADOS,2002-12-21,-,2025-01-04 06:18:49.083208
Polpa de uva,DERIVADOS,2002-12-21,-,2025-01-04 06:18:49.140979
Mosto simples,DERIVADOS,2002-12-21,12.875.000,2025-01-04 06:18:49.180501
Mosto concentrado,DERIVADOS,2002-12-21,-,2025-01-04 06:18:49.213649
Mosto de uva com bagaço,DERIVADOS,2002-12-21,-,2025-01-04 06:18:49.243969
Mosto dessulfitado,DERIVADOS,2002-12-21,-,2025-01-04 06:18:49.275941
Mistelas,DERIVADOS,2002-12-21,-,2025-01-04 06:18:49.309023
Néctar de uva,DERIVADOS,2002-12-21,-,2025-01-04 06:18:49.341861
Licorosos,DERIVADOS,2002-12-21,-,2025-01-04 06:18:49.374641
Compostos,DERIVADOS,2002-12-21,-,2025-01-04 06:18:49.407418
Jeropiga,DERIVADOS,2002-12-21,-,2025-01-04 06:18:49.445384
Filtrado,DERIVADOS,2002-12-21,-,2025-01-04 06:18:49.474830
Frisante,DERIVADOS,2002-12-21,-,2025-01-04 06:18:49.502803
Vinho leve,DERIVADOS,2002-12-21,-,2025-01-04 06:18:49.534099
Vinho licoroso,DERIVADOS,2002-12-21,-,2025-01-04 06:18:49.562344
Brandy,DERIVADOS,2002-12-21,-,2025-01-04 06:18:49.589148
Destilado,DERIVADOS,2002-12-21,-,2025-01-04 06:18:49.616494
Bagaceira,DERIVADOS,2002-12-21,-,2025-01-04 06:18:49.645741
Licor de bagaceira,DERIVADOS,2002-12-21,-,2025-01-04 06:18:49.671955
Vinagre,DERIVADOS,2002-12-21,-,2025-01-04 06:18:49.698996
Borra líquida,DERIVADOS,2002-12-21,8.541.861,2025-01-04 06:18:49.726726
Borra seca,DERIVADOS,2002-12-21,-,2025-01-04 06:18:49.755407
Vinho Composto,DERIVADOS,2002-12-21,-,2025-01-04 06:18:49.785637
Pisco,DERIVADOS,2002-12-21,-,2025-01-04 06:18:49.812292
Vinho orgânico,DERIVADOS,2002-12-21,6.705.487,2025-01-04 06:18:49.837274
Espumante orgânico,DERIVADOS,2002-12-21,-,2025-01-04 06:18:49.863585
Destilado alcoólico simples de bagaceira,DERIVADOS,2002-12-21,-,2025-01-04 06:18:49.889556
Vinho acidificado,DERIVADOS,2002-12-21,-,2025-01-04 06:18:49.916908
Mosto parcialmente fermentado,DERIVADOS,2002-12-21,-,2025-01-04 06:18:49.943955
Outros derivados,DERIVADOS,2002-12-21,-,2025-01-04 06:18:49.972617
Total,Total,2002-12-21,339.596.005,2025-01-04 06:18:50.000312
VINHO DE MESA,VINHO DE MESA,2003-12-21,202.545.724,2025-01-04 06:18:53.333528
Tinto,VINHO DE MESA,2003-12-21,155.513.687,2025-01-04 06:18:53.363255
Branco,VINHO DE MESA,2003-12-21,40.861.639,2025-01-04 06:18:53.392323
Rosado,VINHO DE MESA,2003-12-21,6.170.398,2025-01-04 06:18:53.439301
VINHO FINO DE MESA (VINIFERA),VINHO FINO DE MESA (VINIFERA),2003-12-21,29.551.457,2025-01-04 06:18:53.469583
Tinto,VINHO FINO DE MESA (VINIFERA),2003-12-21,15.357.576,2025-01-04 06:18:53.497760
Branco,VINHO FINO DE MESA (VINIFERA),2003-12-21,14.058.481,2025-01-04 06:18:53.524318
Rosado,VINHO FINO DE MESA (VINIFERA),2003-12-21,135.400,2025-01-04 06:18:53.555423
SUCO,SUCO,2003-12-21,12.420.745,2025-01-04 06:18:53.591489
Suco de uva integral,SUCO,2003-12-21,1.372.381,2025-01-04 06:18:53.622715
Suco de uva concentrado,SUCO,2003-12-21,11.048.364,2025-01-04 06:18:53.653233
Suco de uva adoçado,SUCO,2003-12-21,-,2025-01-04 06:18:53.684609
Suco de uva orgânico,SUCO,2003-12-21,-,2025-01-04 06:18:53.712659
